case_submitter_id	sample_submitter_id	rna_expression_file_id	ascat_cnv_file_id	caveman_vcf_file_id	pindel_vcf_file_id
C3N-02579	C3N-02579-02	d6092c58-75c2-4078-a554-6b30134f64b2	78c797dc-dbe0-46cb-b448-1d99f3107f16	0e87ef2f-a90b-4057-aeb4-0a999e399fef	4b5d99f0-7fc0-4f04-9cf3-d3a2f41d6bbb
C3L-04025	C3L-04025-03	71256697-2385-4bc1-9cf8-8e1ecb74fa6a	ac9fb962-0a65-4df4-a9dc-bf0b76329ca5	0e943f0b-4a39-49c8-910f-ff3001ec0199	5101ed22-e5e0-43de-b532-3272647a8d44
C3L-01882	C3L-01882-01	66d25217-cf4d-42e4-aaf6-a90fe82d6c56	590d8d57-5e08-4234-8a95-1643d28d658d	f2a57263-24ae-4b9c-8d8c-9b4b9d84665f	0ea2950b-1b4e-4cf5-9589-5028439811a1
C3L-00448	C3L-00448-01	63c75582-88ad-4f2f-a1c4-a9ae2d279c10	0ec33c8b-e64f-4efc-b4b4-99a2d4700dff	f2f770ba-1780-4476-b47d-73c831967034	8230e3fb-6ff1-4745-a39b-2c1764b6a6a5
C3L-01000	C3L-01000-04	1d53e7fd-c593-420a-a1b2-845c0195547a	0ecacd67-e3f3-403b-9d52-395f12724dd5	cf4784ac-4575-40fc-9d96-4ce22e682547	9171a229-b99c-4579-af2b-3e45ccd3e217
C3N-03069	C3N-03069-01	54427ef8-5281-42f3-b221-da517325b7b4	0f527d9c-487e-48a4-8431-44dc6e867626	60a57ca7-3bb1-4fb6-9deb-4da292507f9b	6f4d0cd6-beec-45cf-ae13-a69494884b85
C3L-00009	C3L-00009-01	e264fe2f-c01e-420d-9f5f-d3974eb19905	c472b115-d84b-48d9-b98a-8c5c9b1001f7	0fa237b9-b9fd-4028-aeae-b92fabca6f48	c08fd271-b618-4ced-8718-a10ab6bb6dc8
C3L-01607	C3L-01607-02	0effee03-c6d7-45b6-8740-99add36d7bd2	c24d40a7-ae11-49e0-b572-3bef849ad8d4	2c992011-2827-44f8-8fc0-dc1b6145054b	0fca0663-2cb4-4f12-8483-5246e71a232e
C3N-00314	C3N-00314-02	62023b38-7d19-4402-b950-b2f6fcf0e857	6de9f27d-947b-48a8-bf92-39546eed6da4	b4f1030a-5d21-4c55-8356-9703e4e52d50	0fdc29a9-7c4f-4790-9542-054bbee7d7dc
C3N-03662	C3N-03662-01	7f9f6a83-9e38-4951-89ea-3f03e8555990	e875d00f-c159-40b7-adc1-9eca8ae84ca7	b5c5f5f2-2f5d-4f68-b72c-a2c01f98e938	0fe8a698-420e-46a6-93d7-01246444e938
C3L-01051	C3L-01051-02	200ef90a-4f90-4e28-ac5f-4e67b9033504	435faa51-0c35-40a9-82f0-7dedf2c4c992	10007fe1-43a8-4f44-a092-52c5b8b75e3f	bc44d1c2-4fa4-4bb8-98df-9c47f6982c71
C3N-02300	C3N-02300-02	f2cfd77e-0bf6-4315-b72b-ce09169d8183	10253018-891f-4731-ac43-d3f793f1f9c4	3c7869c5-e798-42d9-9128-67577440ce5b	8b162682-e448-45b2-80c9-86c257458b98
C3L-01836	C3L-01836-03	bb335fe9-aa95-458d-b3aa-b6873ca3c9e0	7765eab0-cece-46af-b176-1d2dd7d2530a	105092ba-0b9b-4b93-8dff-695a2b57c3a1	6c71f91d-df41-430e-9e6f-603e8163c414
C3L-00994	C3L-00994-04	22dc1a80-387f-4b3b-b1ff-2cfdd85ea972	20fed7e1-8d41-49d8-a6a2-9fe923a3d994	cd474ef8-092c-4d72-a023-5d03f6b5e489	10530cad-d51b-470c-9878-b782e40eb387
C3L-02349	C3L-02349-01	a6fcc506-61fb-431f-a7b2-a6a53d82c4c6	43dcb72a-862f-4e9d-afed-2abf6c69993e	99c65dd9-6cd4-4eae-aa59-c85e9478a052	10674690-ef4a-4d69-8611-b6e6b244441d
C3N-01524	C3N-01524-02	7429fb83-2d3a-4a47-82f5-533984cb517c	597c7174-2dae-43b2-a194-8d980eff9e35	fd668f55-773a-4f57-b452-c43b68dbc08a	106ccce8-308b-4ef3-89d2-a239661094a2
C3N-00150	C3N-00150-02	7ca338be-f39b-4f3a-85b1-e5d8f332a15c	1090e753-a97b-463e-92cf-b77bc5ef0548	fca8e318-a42f-404b-bbeb-f14d3a5912eb	cb7e1279-aff8-4f9c-91ab-289789036531
C3L-00418	C3L-00418-02	78cb0234-8207-4b02-92c6-824e61da96f9	114db9d7-d46a-4674-bb50-dfd3211ecd2d	789743e3-9c0d-4e3e-b06e-e80aa19447d5	914325bb-c090-4b19-b986-8862080a8110
C3L-01328	C3L-01328-01	5f2f4899-9bfa-4dc6-b64c-df55833f2f6f	11633470-0ed9-4d49-a2f3-555f4d2fc0be	fd63dc51-befe-4c12-a905-36eafad89ca5	c215b0af-e859-4527-94c5-9b0ef5ea2e3a
C3L-02900	C3L-02900-01	5aa6ee1b-13e9-4c10-8e59-7909861b1e88	118e9916-efd7-4458-9879-7598ee3a964a	bcc481b7-c654-4216-98c3-0fac6b5fb4a5	8e15c6a2-3e2b-48c2-9acf-7aa389dd6fca
C3N-03188	C3N-03188-02	c83f76c9-3da1-4e73-8081-984b86cf3516	b9729998-2cca-4715-b9ed-d5c9a2ce783e	1193ba98-8ea2-467f-abf3-075ec0fe4316	d7a4fa1c-5321-45a2-a647-04df4370dadb
C3N-01200	C3N-01200-01	167073fa-9e38-4f8d-af1f-301ed3a8b5f7	162230c1-2778-4297-a630-0abf04cac4c5	54a78c1a-d92a-4c3d-8bc0-056b0cca340a	12052132-62b4-450d-8a4b-b18f5998ace2
C3L-00369	C3L-00369-02	75549541-aeea-46b4-9f32-239138655fec	c5a35fa0-0e19-4962-90a8-f6385dd5cf23	959a983e-9c6c-4842-840e-667bd2e0123d	1271eeda-99fe-4406-8aa5-822441d420e3
C3N-00313	C3N-00313-03	12e192f0-1c95-41fd-82cd-11c91be7afd0	12aba50e-5bc8-4d23-869c-cf7f76fe9924	b65b68ea-40e4-4991-9f51-a8173d0809da	9bf3fc24-40f9-4d27-9d81-f1d38c9ec782
C3L-00447	C3L-00447-03	4f7431a1-9d52-4109-bc96-c83d81e0bbe6	64d2b9ec-5e57-4a14-baf0-317ed2c01a54	44779eb7-d099-4176-8ae1-6a8dd2a5d0ab	12aeeded-675e-4c80-a1de-a36bb8e8b527
C3N-00200	C3N-00200-02	e6071413-a232-41f9-8808-9773368f463d	12d008a8-0d48-4dca-9430-cb4dfa5a011d	28fda092-3ac6-477f-8dcc-8017804859e2	f426c3f3-9c0d-4578-bcb4-d2725cd1cd65
C3N-01522	C3N-01522-02	ef64b6ef-036e-44e3-b697-70233fde1f57	131cda32-0790-40f6-b8b8-25b6c2df55ef	95db06e1-7c8b-4860-9727-64fb74f441d6	a9e48201-c2d5-4fc1-84c4-8d3855a88b53
C3L-01971	C3L-01971-02	8439ac98-2052-42b1-9134-faf7dd1b8759	663378f0-838e-49dd-82fa-dad268558fda	d7cd5055-ebfe-4248-84c0-d606bc9eb17d	131d136e-967d-4c48-bbe1-6a9678a87074
C3N-03007	C3N-03007-02	6347fc31-8cc7-47c4-9c81-167c8226f7aa	da7c6758-d731-4287-ba5e-5d7ca5c317b5	c2ce4ad5-7525-476b-801f-c95ca6744098	132906bf-4091-414c-896b-1a889f794972
C3N-00709	C3N-00709-01	45f41404-61a5-43c0-8a1a-7fc6ff9518e4	175c99f9-c955-4f7d-a8c4-605d1e7f5f7e	ac30f7ca-19e1-41d0-8101-948b5a02c291	137b06b8-7f49-4a5f-a810-589859f6ecea
C3N-03204	C3N-03204-01	3763967f-32cf-431d-bea2-9492736c4d57	13ef0768-c869-4adf-b8d8-2c93257c3eba	3338f279-947d-4edd-8cfc-8b0b2dcdbd9c	96d9603a-519e-4872-b753-26a1017329a9
C3L-02969	C3L-02969-02	f0a095e0-ecda-44a9-8126-e1cd9c0a7b93	2e042ee3-c3c3-478f-999d-c04c24dc0dea	13ef98f7-3c75-4431-80fd-f375c4dbc6c2	17f8db04-b786-4e47-88de-5d5291ccfec5
C3N-01646	C3N-01646-01	cf0e36d4-c610-4dfe-9c0e-2297c1b9fbc0	a35530a5-645b-49c2-b1f2-d32f7739b754	1417c3dd-7726-4c2d-8dcb-59c7f044dbb9	adc6f4f8-ef80-4827-8e84-d2bdd321b985
C3L-02809	C3L-02809-04	999aca86-c6fc-43bb-a3f4-b726ded81b6d	8e9b476f-5ec1-4e42-b917-07da6a709de4	2950dc08-ad70-41b0-8cc5-e27a8fa0cb6a	14382562-9d63-4277-946f-21fb1942b797
C3L-00770	C3L-00770-01	6c44f677-7fcd-4ef8-b99d-a5130b94a90b	34af722c-22b5-4a80-9afe-79367a06bb60	1461ac80-a2f4-4b4c-96ec-6a230bc7e629	ec6a45c6-6ec7-41ff-8a49-3e4b5a229343
C3N-03013	C3N-03013-01	c31dcfe3-46ba-4189-890d-507bc165cabe	14833d27-a117-4219-976b-1372e7b08539	53388972-caa2-465d-8f42-2164522a6715	691dd46d-9e1a-40fe-971f-1b9acc1f2bf4
C3N-01168	C3N-01168-02	c43c02ae-3177-40af-9f34-72fe5d48340d	6a00a930-3eda-43a1-802f-586226296755	a4906057-f050-4821-ae2e-6d498a8db673	14c16d60-1d78-439d-a10e-7034ab3bef12
C3L-01606	C3L-01606-01	9897fa19-1e53-40a5-924b-7a61338e2002	7c4dbc54-ec5f-4765-909d-aca80958c161	14fd9dbc-d536-4417-824d-f230da664f66	bc818aa9-f29b-419b-a50d-88e6baf4dcda
C3L-00910	C3L-00910-02	711502cf-374d-44ac-acb8-1927f3043bfb	1506d703-cf34-40b1-abf0-46d8a49a8f2d	9a4a04af-2287-4c16-97cc-10dafd286720	a670ea84-384b-4341-b5bc-7152a897206c
C3L-02897	C3L-02897-01	7421a44e-749d-41f7-bfea-95acda66686f	285ab820-f64a-4d94-86fc-2dae8f0c8ed3	26e3dea5-b891-4289-bdb2-d19261b28016	154d9967-e461-4136-a4da-b393fc009e0b
C3N-00388	C3N-00388-01	a7f7c586-7692-4f40-9f90-01dd674f09f4	e31398ea-326d-4157-88d4-c3aec7881e71	acf8cc6d-2b02-4510-9680-719832b8ebd0	1578b536-131f-4b7f-9868-5fc329295b12
C3N-00312	C3N-00312-02	96b1e7c1-3dab-4179-a9df-071bc221a889	58514f2f-930c-4cf4-9df8-9ca16c112306	3e7a29df-1e9f-4a8e-873b-75025931cab5	1591fb97-1418-4ca0-bc85-5ca6a7511f4b
C3N-03028	C3N-03028-01	55cb7bab-aa13-41de-bf3c-0aa7e69e5370	15aee33e-ecb3-4a63-bf5d-82b64616c966	d79c53af-959c-4467-826f-61751d99ccd4	8d18d09a-e83e-4889-95dd-97ed140e81a5
C3N-02589	C3N-02589-01	733fc215-fd85-4b69-af08-916360b20552	f08b27f2-77be-443f-bfd6-8ebd63eefda4	f0fbbfd2-d06b-4d43-a288-69bef8ee80bc	15aef8d6-90c2-401b-a64e-4a34368bb1db
C3N-03665	C3N-03665-01	80772c38-afdc-49cc-acba-acd394fe0047	15c20a5b-e2e1-4610-9cc5-ffb4f60af5d6	8fb4297c-b38d-45d6-949c-debc55680e6d	ce754da3-f413-4b22-87e3-de7d6bf49de8
C3N-03488	C3N-03488-03	07a9f4e3-baca-46c7-aaaa-174b54683883	15cebcb3-0cb8-4cf0-bff7-2dc21ecb62df	955e4f7a-7fe8-4639-bf27-bf77d3be5de5	1fa2cc6f-1d58-4d99-9f1f-c81ddb3b4763
C3N-00167	C3N-00167-02	b79b0145-e672-450d-a973-28c698f3fa03	271ae4b5-b9aa-4135-8097-232505198f52	15d20ed5-e6d4-47b9-b0dd-a65a0efea4c5	3d77f299-ec96-4d82-8a13-6b21c84d7800
C3L-00771	C3L-00771-01	3c1af943-a41f-434e-aa17-0fb4441f8be9	629f5f75-712a-4e4c-bf15-c5ac7f83ae16	15ed8e15-99ca-49eb-8962-050142e1a34e	bc00cae8-e8c8-46d7-ab5e-31d2e90c7fda
C3N-01382	C3N-01382-01	0dc88eb5-7930-41df-9740-3fc55f71822a	160d4c94-bd2b-4bb6-ae90-48cf43063b2b	5999b2ec-e794-4a1b-9792-cb905083e1be	44fa02d1-c5c0-4a5b-ba75-cb3f83c84144
C3L-02552	C3L-02552-02	9e971d9f-95ec-4e34-9020-c3303fafc372	1644fb8a-e215-4ea5-86e5-05dd6552a0ad	ae61f404-1533-41ef-8c97-bad68160ed1b	b8d17277-e62d-4bf8-9fdd-1d1fe087c51e
C3L-00449	C3L-00449-01	86e31630-23b0-4617-a760-df81831ef427	164c5d9f-380f-4c1b-a345-195f3a17cadf	b92a2c96-e5b0-41a1-914d-d030df8e84c2	77ffb259-2d3c-468e-9567-8da82660e76f
C3N-01756	C3N-01756-01	a864ddc3-44ae-49cc-9718-0b6713051d79	a6585e2b-6b58-4b40-893f-d6881a2e1bc8	1656f6f0-fa33-4e52-853c-2e38bf8badd6	fa3d6001-0581-4ca0-b58b-d1dbbaa0796c
C3L-00413	C3L-00413-01	bc43f35b-41c7-43b0-9f36-c31bbc7739d8	2c0be9d6-f447-4e2b-9c27-3871cad56039	16873edd-7bcb-4615-81a2-908996d6e07a	3bb48011-0162-4fa3-8918-d7245c55b57a
C3N-02186	C3N-02186-03	6d0ec0a1-ad19-4414-b3ab-5cbf9a242129	231e3e1c-443b-446a-b3ea-e2e878a52a46	16a880cb-d3fb-468c-a30c-06c26d013521	7cd2d763-0acc-4b92-a1c7-69e31d4b4846
C3N-00390	C3N-00390-02	a4465b5f-c7bb-42d0-8b43-d4ffdcd570ea	bd5a2823-fec9-4e97-9908-46b3605f7bd3	29644076-b52f-4165-ba4a-37415a77602d	16e9266c-7a9b-4723-a2c7-b8b48e6b6152
C3N-01366	C3N-01366-02	12d568f1-a850-4b73-99c4-92fad05672cf	170533b5-dd5d-446a-a31d-82829ac15d23	7b3da854-8390-46cd-a52d-a6b82dd624f9	914e20c9-3b30-4b72-a66a-a0ad961a56b8
C3L-03963	C3L-03963-04	7c793164-c7e7-4c28-869b-9a9ce4a46baa	3eae1200-d47f-4bb3-98f4-cec381e3e329	1705e8ef-9a3a-4ec3-924d-413dfba38e48	293c58b7-881e-4a1b-9cce-d89a8157b930
C3N-00822	C3N-00822-01	d9a9ced1-4b0a-4380-9c2e-8dfc8207a354	17156905-d4b6-4322-9340-0adb01528b43	69d37939-722c-47d5-a9b8-51bda5ef0d96	186b5d78-3f6a-43dc-b67c-608af55f09d8
C3L-01285	C3L-01285-02	02fe497b-25f6-40f8-9256-e0fedcbe9e95	17358dd9-4c89-4f67-a3bb-dd6a1781f86c	2b8b0107-c870-4683-a7b8-5a196a82eb44	beec189c-d434-4b94-a3c6-d4686640f8c4
C3L-00766	C3L-00766-01	00b9f60c-9de0-4edd-8ec4-8582a615c226	173a06b9-c1f5-41b3-91e2-b3b832030655	8c637780-c405-4998-b28e-869d031ae860	32e154e4-faa6-490f-98b7-fcc94946e760
C3L-02899	C3L-02899-01	7c82b5c3-d965-4419-8823-6a3a63cca53a	7019df8e-dcdd-4f3e-b81e-b450d4ce8efb	e7f2bad0-d674-4358-9271-c5a09f71eb53	1767f091-b544-441a-b264-e6806c3608ed
C3L-02358	C3L-02358-03	8bf69e2c-5cc7-41a6-abd6-ef8218a857f6	89771203-642b-48e7-ac5b-86c36431151c	1794e8ba-d757-4a8f-b46a-b44c7c8f8281	fdee8837-45da-40cd-8ed9-8869967fe9da
C3N-00305	C3N-00305-02	f515a1fc-0b36-4cd0-87b4-f6d6b5ea7925	3f3484be-3781-464a-992d-b090df023da2	17d13e07-d669-4d03-9f4b-bc0fdbe7fd86	a2d59eae-b276-4119-93a6-f698305b56e2
C3L-02891	C3L-02891-03	44d32b2f-6db0-4bd7-ba0e-1561c12a3b4d	1861fc01-237a-4601-9ef6-d39f59a864eb	fbe54721-00a6-41c9-b550-434a530532c5	e094653a-a6a8-48d4-9ac8-b74f737f923c
C3L-00090	C3L-00090-01	a6ec4156-d36b-4940-bc2c-ba29209287fb	1862e6bf-7a14-4626-af2b-dc5de3c8fb2e	db553440-f23b-4a59-9e7f-f3f648319752	db6028bd-2b8d-46b6-afa3-ae5714e3588d
C3L-02542	C3L-02542-03	2c259bc9-5e6a-46c0-b82b-d6f6eb257455	18d82fb1-9c71-4d17-8f60-33ca6dacb5e4	6087144c-7469-4c96-ad7b-78871a300190	ba061c0b-c5a9-4298-a1e3-1fb4545188a6
C3N-02971	C3N-02971-01	ff1c75bf-8155-4af3-a51a-c0e2e0d69479	190ee12c-1446-4a82-bdba-15d1ef3001d8	d55582cd-897e-4e33-82ec-40daa0f5d042	1cf81b67-7bae-4e2a-a175-b28fcb585b99
C3L-02549	C3L-02549-02	d43f4bcc-2938-41ec-8f14-75fcafa49fcb	a2ec17fe-7e18-4b9a-805d-d9471b37a437	eedbd4e1-3c08-4a6b-aaf6-9749db0d99e0	191e6981-cfee-4739-ba66-f263f84db3fb
C3N-00194	C3N-00194-02	af711817-c9df-4b3c-b4aa-cde58de8eba4	334d215a-69f2-48bd-9f73-7d56a21e2144	bd258714-1235-47ec-b146-ae6b1b18b9b7	197c5229-40d3-4673-9c64-6aea41d06ad3
C3L-00792	C3L-00792-01	c643d8b0-12a0-4078-8248-6d5f046eb14d	198d6be8-7041-48d9-91a6-c43f5f2239ef	4ed7f3c3-4961-4f33-81b3-3c86373e0c54	9f0ee274-c4c8-4118-bbcd-5dad347ef5d5
C3N-04276	C3N-04276-01	d834163a-f37a-4a28-b5b8-42974062f791	d7bfabf5-59ff-453a-bd1d-8e8a6cee67cb	ad3dc49f-6a35-477e-a5ca-6bb94276a325	199269f1-0aa5-4842-8264-8dd3a4999746
C3N-01217	C3N-01217-01	5f4f6edf-ed96-4e6f-8034-f7fcaec985e0	19adcde5-ae9d-483e-aec3-ed69c9616545	32b50673-bdd5-4d51-9b37-dc4b25219a9e	4c017b75-4efd-4f58-ad16-ae8a89d2b657
C3N-01757	C3N-01757-04	820fdf14-4fd7-4c8c-8e25-c56be4fcd5c0	19f17fc9-3841-4ee0-9242-8bb9201f3adb	70d0259b-c835-45e8-817b-0726e72a2ac1	ed586537-8b9d-4a50-92e9-42aea162861a
C3L-00961	C3L-00961-01	c910a3eb-cbfb-4216-9577-60af330cd2b0	8479fff1-d5e3-49d0-87de-20ddab4602de	1bf4a706-f5f2-43c3-82c5-8357957976b6	19faa3f3-3903-4543-8336-e36c57e06d52
C3L-01048	C3L-01048-02	164a359d-58b1-487f-8bac-07e63990b262	1a6a489d-891b-4da4-bad6-7367d72a608e	3109486e-9fd1-4975-8405-faf15645b0ca	dc1de041-1406-48f4-b2e9-e3c34659266e
C3L-00006	C3L-00006-01	7c21da64-1f02-43ab-895d-2ff9709e9a4f	7a092d5d-8453-4694-9243-d5f795402e92	b89ae815-ee23-4333-826a-189b48e81eef	1a6deae6-1f98-477c-8505-6f4d53459078
C3L-01257	C3L-01257-01	147a9da9-d93e-4d98-b148-7ecea8e95bdd	1a735408-f568-4d4e-9109-19f040fd9c8a	f34726e0-8567-44e3-825e-0095f93388af	a303add3-ed5b-4eb2-b3b2-a86d7505ffbd
C3L-00987	C3L-00987-01	06b116f9-cd37-4156-8032-c5d34b2d34fb	3b1a8d10-be54-403c-804f-19669d27a220	ebde99f0-1af2-4294-8121-6bae6891ffc7	1a87150b-3f9d-4a72-8ad9-d6f9df133f7d
C3N-00321	C3N-00321-01	d73927c5-ea24-41aa-aa66-c970ec3afdf7	1ac94f97-dc33-44aa-a0d6-eee8c48f4718	f4bcc36c-6e1f-4113-aab9-8c3720cc53f8	8da23a68-445d-45aa-9cf2-1ed6beb5c558
C3N-00828	C3N-00828-04	8a9cb984-dc1d-4aac-b064-f6b3d0fa9476	1ace2659-d0ca-4005-9a67-713de49c825b	b11e7196-f94b-443c-8d48-21b56d9b529f	c1ab176c-eafb-47c3-bb2d-ff275371a42d
C3N-00852	C3N-00852-01	60feefe9-a2f0-4593-8764-1101d7946098	c08edd6d-2c5d-4c26-8fc8-9739247fe116	7c242ae0-9a2c-4fef-8fb3-2bb44e0f8326	1acfe25a-89a8-486b-941e-d82f01f3c15c
C3L-00094	C3L-00094-03	167b35b1-7858-4b23-8b87-17c660b5d658	b4b36a04-5582-4d4a-8709-be25ff495ecc	1b5a95bd-f775-41d7-94d4-9c1dbb2a7770	ffbb3e15-6556-401f-9d16-e2f7693ed189
C3L-00102	C3L-00102-01	f4befdec-b768-42f6-9b70-70845aa37b6b	9e12b1b7-dd8e-448d-acd9-2bd5bcedf8e6	1b6806a2-038d-4c55-b8fe-db0d7311f09b	c38057df-b589-4830-a55c-2f8877ba9f1c
C3N-00310	C3N-00310-04	1778c7ba-f830-442a-a0e1-459a6c046846	c80e7368-a964-4042-ab73-4ce82b56bec2	1b6f8ebf-2cfc-449a-8ca5-e637c41192f4	8862945e-18eb-42e2-b0aa-82de61decc91
C3N-04611	C3N-04611-01	63e70a0c-39bf-4527-ab72-9f7ad7b5dbe8	b5555efd-4dff-4d6b-a169-f561c16819c3	1ba8202c-b667-43e0-aa5e-8a00dd24b29b	6114ae35-53ea-4857-9fed-7ac26b0bbba3
C3N-03045	C3N-03045-01	df9db8a7-005c-48dc-9e72-b626d4548b1a	1baa05d1-c4f9-4c5e-8678-b8c8322683af	4d9bd837-85fe-4bdc-b548-c70aeccd6d4c	79813433-0b54-464a-8869-ef89065474ca
C3L-03405	C3L-03405-01	7e45142c-85bc-45c5-9a2c-2c8f7c436a04	f6874f28-faad-4e4b-b046-7d96f396a37f	1caf3fd7-3f66-4a34-93a0-5bd9592f51cd	aa1c8570-ce55-4e1b-a94b-41860e4459d5
C3N-01349	C3N-01349-02	c6200c1a-383f-455f-bccd-16da70eb78bf	1ce815ac-dd68-4639-920c-5f6ade72358a	469722c6-9eca-4ae9-a6e0-1a540e8d103a	67a37835-16ec-48f0-95be-ce1d075b1504
C3N-03837	C3N-03837-01	031a3e84-11e6-452f-b593-b1a1534978ce	1d035bbe-bf96-4144-b37b-abbff67b6602	da95dd03-07c6-4a60-b12d-e4d0294c9964	e75ef6a4-ec86-49f9-9b9a-8de7d7d98369
C3N-00299	C3N-00299-02	d82506fc-4bae-4291-a663-b89d86215264	1d2a6001-289e-4079-9f25-cdce36d17cc7	2da4b7a8-13cd-426a-8760-aabf5c11aebf	5aa0705a-3111-4390-a2b8-eac252b9117a
C3N-03933	C3N-03933-03	26b3ecac-3b15-487b-ba1e-1af1bacd60d6	1d5a69c2-dd6f-4596-a818-57fb0a33d9e6	3039d2be-2550-4ca2-88a6-8b8b7a1bcc00	cb54bb1b-087f-4463-ac2d-bf1e57acbce3
C3L-00010	C3L-00010-01	64054d3f-0ff8-4772-9bdd-f939ae5375c0	1dad123e-3bee-482c-b791-ce2e3003c228	6fad66cc-55b1-4083-835e-fb9d6d86311b	d3c350b4-1f41-4a84-95f8-80f866337881
C3N-00733	C3N-00733-03	ce25fd85-7b64-4e38-a870-fabefb13aa34	25eecff7-f412-43ee-b284-b94fc6a8e7cf	b5c3288d-a3b8-47df-9c6c-0aafe7340dd4	1e34f37e-f36b-4346-89a2-07aeab90d7b0
C3L-04013	C3L-04013-05	c93c2426-206c-42fc-a58e-136778ae4900	6fc1a9bd-8524-40dc-8e76-a3ec3410415f	1e7d8c74-9d7d-4a76-9fdb-34bc26f20c48	c7a30310-cd7f-40e8-85e2-b6554a17d7ae
C3N-00148	C3N-00148-01	12355205-4cdc-4462-aab5-bc715845c061	d6b818ab-e4fe-4649-b553-a8b2f7814c4e	1e8c91e8-ebb4-483c-99ce-803415144b84	834b4aaa-68be-4afd-a338-7af547c9e813
C3N-01948	C3N-01948-01	03576427-0b1e-473b-a691-75ceea9d945c	850097a5-6c35-4c83-991e-357d6eb95d99	1e9eaec7-77d8-4816-b481-a23543183f4a	35d58430-f322-49d7-bd4f-0e318d22ec58
C3L-01607	C3L-01607-03	5c12f652-05cf-48e5-9019-4f968181452e	3d6573b6-89d1-4424-a6b4-29eeb811a76c	1ec2f721-bc73-4bc8-be7d-57cfaab15053	c6b5531a-be74-4543-b175-ff1bab4bde1b
C3L-00973	C3L-00973-03	f78da146-b549-4d3b-89ca-b86bc6ce8b82	1ec3a1dc-2bbb-410e-a9b5-f21cb18fe20b	d6c52830-f4ba-486b-b6a9-168b8a89c76e	f8427a97-5c6c-4968-a471-fa1300a1a79a
C3N-03000	C3N-03000-02	a5e7b01e-7570-4066-9281-c89d59ed6df7	a5767fc5-e155-4984-9aae-b23e2ed19a3a	df68adb3-7ca0-45ee-826c-d076ba530522	1f0d4c2b-af64-483e-8d0a-2b0c22cf491c
C3N-01180	C3N-01180-01	c280ff01-ba75-4354-9557-026338f255cb	44fa2695-bb97-406a-a3c3-b3ba39ddb9ef	1f3fc4f3-1c9a-45d8-bf04-5919f46442ce	e7e19210-0caf-4f81-98dc-18353bd51e77
C3N-00743	C3N-00743-01	fe6cd353-a410-4064-9793-9fda8faa9296	1f6b8ee7-0047-4dba-8924-9323ae0531e4	2f1b53b7-3797-4e6c-902f-1c0e140ee7a7	cd81c501-c8f4-48b4-b644-0078eba34db4
C3N-00437	C3N-00437-03	6bb9e61f-a72d-4e2a-925c-7c781a52eeb4	92a0d5cf-93ac-4da3-94eb-f706916824a7	1f82728a-9eea-4ac5-b291-ae486001a504	4b08f3eb-d5d0-4064-8661-263cacde8f4a
C3L-01553	C3L-01553-01	9e8e4fc1-5db8-4121-9670-7c1d48bb47a7	6a8b7098-5862-4b6a-acf8-b1ed2594aabd	1f8c44af-ecc4-44cf-8b10-79c7b473bb86	a31e633d-4e43-4ca9-b14d-cb32c4d7f2db
C3N-03782	C3N-03782-01	1c0e3570-5a77-4194-a074-5765051d49ab	20f6f387-1b82-4e98-9860-669a5349cd6d	e1c98105-44a4-494a-88c9-6f547201c1ca	1f8d25f8-4e00-490d-bdcb-9ed777caa75b
C3L-00083	C3L-00083-01	2ecee597-08e6-485c-b4d6-ee270893c7c5	713aeb8a-61e6-41d6-9c47-8d120dbd90ef	a8389622-584c-45d1-aaef-4b8a4e3ebba3	1fb02167-8d3f-42c4-8e50-21e6726576ef
C3L-01836	C3L-01836-01	cc22abde-d923-4cbc-abb3-e6373d8abfbf	bb33e034-61fd-474d-a127-0db8886ae370	6b59214f-c2c0-4840-bf91-4c3eec1d7919	1fe82f6a-f397-4959-a45f-c161272b676c
C3N-00148	C3N-00148-04	6eb2afdd-e1f8-4803-80d6-29ea2ba27bde	1fe86718-f529-4a43-a08d-cd65b4c6a649	4dd1c145-548d-4974-9ade-018ffc772ca7	6f04cc39-5cf1-4134-9cf3-fe2ad39ee7c4
C3L-01836	C3L-01836-02	8ce59b59-a909-40ff-8237-08d26fa261e1	74baaaf9-80f1-4228-a29d-37eda389bc6c	1ff46655-e790-4a5f-b335-4b9b403b47de	7a745494-74f2-4b60-a8bc-67ac6c4af662
C3N-01361	C3N-01361-01	5b5cc4b1-90e1-4411-bc14-2ad13f2aa9da	200eb181-ff93-47aa-946e-232c64a485f6	dc697931-a851-42d7-b964-1ff67528eb93	a24a5e98-5d0b-4b8d-8c28-5abda729ee1a
C3N-03439	C3N-03439-02	4c6455d8-79be-4245-b578-fc8608329a73	3bacd6c2-d5a7-4cb9-8f8e-7dcba67c8f99	e8b8fc5a-dc3a-4e70-acc6-7a259fd49625	2027ed5b-8175-4256-a8ff-bb99c98a387c
C3L-01157	C3L-01157-03	9802a038-b7ff-405e-a214-5b4a3b9bc3c8	dae7bfa6-0a23-4d6c-b6d8-99c7f315798f	75b71614-595f-4ef2-bd84-5fce07bd013e	2046b9d0-64af-4366-a4c9-8fd7db039ed1
C3N-00339	C3N-00339-02	c518c8e4-6462-49ab-a95e-309203e6f8cb	cc296417-15f9-4417-9581-37fc035dec52	a10f4ef9-03f6-4f69-ac6e-bc984f84a7be	205abc90-0418-44c9-b643-db932d1f0c4b
